epoch,binary_accuracy,loss,val_binary_accuracy,val_loss
0,0.5227435958822121,0.6891807345987822,0.6429725363489499,0.6488203123556906
1,0.6631553746708164,0.6114393264048117,0.6698976844372644,0.5976370895942438
2,0.6971510653579124,0.5745780780636753,0.6989768443726441,0.5640364999756995
3,0.7128920277711276,0.5538438072694327,0.7129779213785676,0.5563415983510261
4,0.7230069427819009,0.5411931391763493,0.721055465805062,0.5459419311007698
5,0.7288125448886761,0.5300249863939477,0.7269789983844911,0.5318791091393962
6,0.7336605219056739,0.5201452604343596,0.7334410339256866,0.5363221822098885
7,0.7385683504907828,0.5085206374914873,0.7259019924609585,0.5333605528591973
8,0.7420995930093368,0.5027793991043432,0.7178244480344642,0.535371397418814
